Id,SalePrice
0,142000.0
1,150000.0
2,267000.0
3,194500.0
4,328900.0
5,236000.0
6,392000.0
7,200500.0
8,175000.0
9,107000.0
10,278000.0
11,119500.0
12,88000.0
13,148500.0
14,148500.0
15,611657.0
16,227680.0
17,372500.0
18,320000.0
19,320000.0
20,250000.0
21,212000.0
22,220000.0
23,144152.0
24,309000.0
25,194000.0
26,340000.0
27,225000.0
28,339750.0
29,239900.0
30,203000.0
31,136500.0
32,210000.0
33,181000.0
34,145000.0
35,202665.0
36,130000.0
37,144152.0
38,144152.0
39,144152.0
40,177500.0
41,130000.0
42,611657.0
43,165400.0
44,165400.0
45,165500.0
46,145000.0
47,226000.0
48,155000.0
49,160000.0
50,122000.0
51,165500.0
52,155000.0
53,148000.0
54,135000.0
55,97500.0
56,242000.0
57,110000.0
58,216500.0
59,132500.0
60,165500.0
61,143000.0
62,132500.0
63,135500.0
64,94750.0
65,110000.0
66,107500.0
67,105900.0
68,139000.0
69,125500.0
70,75000.0
71,108480.0
72,85500.0
73,130000.0
74,187500.0
75,115000.0
76,80000.0
77,189950.0
78,179900.0
79,87000.0
80,135000.0
81,130000.0
82,122900.0
83,98000.0
84,132500.0
85,132500.0
86,141500.0
87,131000.0
88,130000.0
89,115000.0
90,103000.0
91,136500.0
92,316600.0
93,137500.0
94,137500.0
95,137900.0
96,122000.0
97,118500.0
98,128000.0
99,109500.0
100,137900.0
101,130000.0
102,123000.0
103,118911.0
104,108000.0
105,180000.0
106,113000.0
107,385000.0
108,155000.0
109,250000.0
110,140000.0
111,139400.0
112,555000.0
113,84000.0
114,215000.0
115,310000.0
116,206000.0
117,235000.0
118,199900.0
119,222500.0
120,257500.0
121,125000.0
122,214000.0
123,194500.0
124,136500.0
125,107000.0
126,115000.0
127,153000.0
128,97500.0
129,115000.0
130,112500.0
131,110500.0
132,167500.0
133,105500.0
134,91500.0
135,135000.0
136,148000.0
137,437154.0
138,177500.0
139,133000.0
140,90000.0
141,125500.0
142,102776.0
143,275000.0
144,145000.0
145,165500.0
146,177000.0
147,378500.0
148,186000.0
149,167500.0
150,197900.0
151,214000.0
152,336000.0
153,103200.0
154,75500.0
155,80000.0
156,80000.0
157,127000.0
158,210000.0
159,112000.0
160,173000.0
161,136500.0
162,213000.0
163,248000.0
164,135000.0
165,167900.0
166,212000.0
167,203000.0
168,168500.0
169,196000.0
170,207000.0
171,202500.0
172,230000.0
173,192000.0
174,174000.0
175,180000.0
176,179900.0
177,226000.0
178,250000.0
179,181900.0
180,161500.0
181,183000.0
182,216000.0
183,179600.0
184,159000.0
185,165000.0
186,82500.0
187,134000.0
188,155000.0
189,125000.0
190,120500.0
191,112000.0
192,112000.0
193,147000.0
194,147000.0
195,148500.0
196,146000.0
197,148500.0
198,148500.0
199,266500.0
200,214000.0
201,264132.0
202,320000.0
203,315000.0
204,372500.0
205,208900.0
206,451950.0
207,295493.0
208,255500.0
209,315000.0
210,215000.0
211,403000.0
212,208900.0
213,248900.0
214,207000.0
215,202665.0
216,186000.0
217,423000.0
218,440000.0
219,224000.0
220,224000.0
221,231500.0
222,181000.0
223,190000.0
224,189000.0
225,167240.0
226,305900.0
227,200000.0
228,213250.0
229,193000.0
230,189000.0
231,230000.0
232,284000.0
233,193000.0
234,172400.0
235,333168.0
236,205950.0
237,187500.0
238,212000.0
239,191000.0
240,222500.0
241,383970.0
242,245000.0
243,179900.0
244,270000.0
245,249700.0
246,208300.0
247,215200.0
248,239000.0
249,263435.0
250,248900.0
251,250580.0
252,248900.0
253,207500.0
254,186500.0
255,339750.0
256,189000.0
257,205950.0
258,197900.0
259,197900.0
260,239000.0
261,143000.0
262,158000.0
263,208300.0
264,222000.0
265,188000.0
266,328900.0
267,174000.0
268,190000.0
269,132000.0
270,143000.0
271,132500.0
272,167000.0
273,167000.0
274,105900.0
275,109900.0
276,158500.0
277,310000.0
278,147400.0
279,208900.0
280,222000.0
281,176000.0
282,176000.0
283,272000.0
284,181000.0
285,170000.0
286,235000.0
287,174900.0
288,139000.0
289,120500.0
290,260000.0
291,145000.0
292,165500.0
293,167900.0
294,169900.0
295,139950.0
296,145000.0
297,132500.0
298,137500.0
299,165500.0
300,142000.0
301,165500.0
302,158000.0
303,184000.0
304,180000.0
305,165500.0
306,475000.0
307,100000.0
308,139000.0
309,167000.0
310,135000.0
311,167000.0
312,124000.0
313,135000.0
314,118000.0
315,166000.0
316,126000.0
317,136500.0
318,167000.0
319,140000.0
320,129000.0
321,99900.0
322,64500.0
323,135000.0
324,177500.0
325,136500.0
326,143000.0
327,99900.0
328,120000.0
329,125500.0
330,142125.0
331,136000.0
332,169900.0
333,105900.0
334,123000.0
335,139000.0
336,177500.0
337,177000.0
338,132000.0
339,132500.0
340,106000.0
341,134800.0
342,171000.0
343,136000.0
344,155000.0
345,115000.0
346,184000.0
347,112000.0
348,161000.0
349,141500.0
350,159500.0
351,136500.0
352,131000.0
353,154900.0
354,88000.0
355,104900.0
356,40000.0
357,130000.0
358,127000.0
359,110000.0
360,105000.0
361,189000.0
362,67000.0
363,100000.0
364,124000.0
365,78000.0
366,90350.0
367,141500.0
368,136500.0
369,148000.0
370,315000.0
371,125000.0
372,130000.0
373,137500.0
374,113000.0
375,127000.0
376,127000.0
377,104900.0
378,110500.0
379,179000.0
380,135000.0
381,91500.0
382,179900.0
383,118911.0
384,157500.0
385,158000.0
386,158000.0
387,60000.0
388,139600.0
389,132500.0
390,113000.0
391,126000.0
392,207500.0
393,145000.0
394,205000.0
395,260000.0
396,242000.0
397,153337.0
398,118911.0
399,153337.0
400,118911.0
401,336000.0
402,193500.0
403,193500.0
404,212900.0
405,325624.0
406,215200.0
407,372402.0
408,193879.0
409,310000.0
410,320000.0
411,290000.0
412,181000.0
413,144000.0
414,155000.0
415,230000.0
416,213250.0
417,145000.0
418,175000.0
419,119500.0
420,290000.0
421,200000.0
422,227000.0
423,145000.0
424,202900.0
425,250000.0
426,239000.0
427,179900.0
428,239000.0
429,144500.0
430,130000.0
431,112500.0
432,157500.0
433,94750.0
434,135000.0
435,126000.0
436,80500.0
437,99900.0
438,109500.0
439,315000.0
440,180500.0
441,141000.0
442,154900.0
443,100000.0
444,137500.0
445,207000.0
446,137500.0
447,124000.0
448,148500.0
449,148500.0
450,164000.0
451,311500.0
452,106000.0
453,148000.0
454,174000.0
455,113000.0
456,213250.0
457,181500.0
458,197500.0
459,173000.0
460,485000.0
461,555000.0
462,171000.0
463,164000.0
464,216000.0
465,320000.0
466,108000.0
467,181000.0
468,133900.0
469,123600.0
470,178000.0
471,173000.0
472,176000.0
473,155000.0
474,169000.0
475,348000.0
476,239686.0
477,143000.0
478,179200.0
479,209500.0
480,168000.0
481,268000.0
482,185850.0
483,377426.0
484,377500.0
485,135000.0
486,202500.0
487,160000.0
488,180500.0
489,64500.0
490,175000.0
491,260000.0
492,147000.0
493,171000.0
494,142125.0
495,190000.0
496,167900.0
497,250000.0
498,136000.0
499,152000.0
500,127000.0
501,119500.0
502,103200.0
503,100000.0
504,128000.0
505,134000.0
506,320000.0
507,377500.0
508,372402.0
509,342643.0
510,215000.0
511,354000.0
512,201000.0
513,350000.0
514,271000.0
515,305900.0
516,231500.0
517,440000.0
518,178900.0
519,118500.0
520,318061.0
521,194700.0
522,328900.0
523,154000.0
524,181000.0
525,196000.0
526,194201.0
527,193000.0
528,173000.0
529,200000.0
530,207000.0
531,192000.0
532,141000.0
533,203000.0
534,188000.0
535,187000.0
536,235000.0
537,152000.0
538,199900.0
539,310000.0
540,290000.0
541,250000.0
542,245000.0
543,311872.0
544,200141.0
545,203000.0
546,383970.0
547,165400.0
548,250000.0
549,239686.0
550,281213.0
551,179900.0
552,126000.0
553,201000.0
554,225000.0
555,185900.0
556,201000.0
557,149350.0
558,105900.0
559,129500.0
560,109500.0
561,287000.0
562,107000.0
563,290000.0
564,290000.0
565,144000.0
566,144152.0
567,173733.0
568,168500.0
569,239000.0
570,143000.0
571,143000.0
572,133000.0
573,177000.0
574,226000.0
575,174000.0
576,174000.0
577,160000.0
578,144000.0
579,194000.0
580,257500.0
581,189000.0
582,190000.0
583,108959.0
584,237500.0
585,156000.0
586,170000.0
587,154000.0
588,142600.0
589,136905.0
590,167000.0
591,144000.0
592,161500.0
593,81000.0
594,165500.0
595,189950.0
596,98300.0
597,345000.0
598,113000.0
599,159000.0
600,141000.0
601,114500.0
602,152000.0
603,128900.0
604,152000.0
605,157500.0
606,85000.0
607,110000.0
608,154900.0
609,140000.0
610,91300.0
611,136500.0
612,143000.0
613,187500.0
614,235000.0
615,109500.0
616,120000.0
617,128500.0
618,126000.0
619,141500.0
620,110000.0
621,110000.0
622,105500.0
623,109500.0
624,132500.0
625,248328.0
626,145000.0
627,137500.0
628,88000.0
629,152000.0
630,200000.0
631,142953.0
632,136500.0
633,90350.0
634,148000.0
635,108500.0
636,114504.0
637,184000.0
638,90000.0
639,160000.0
640,145000.0
641,104000.0
642,145000.0
643,140000.0
644,137500.0
645,125000.0
646,163000.0
647,156000.0
648,153000.0
649,154000.0
650,135000.0
651,109900.0
652,118000.0
653,137500.0
654,133000.0
655,110000.0
656,117000.0
657,118500.0
658,98000.0
659,137500.0
660,37900.0
661,114500.0
662,107900.0
663,115000.0
664,93000.0
665,68400.0
666,143000.0
667,104000.0
668,68500.0
669,184000.0
670,141500.0
671,135000.0
672,108000.0
673,145000.0
674,135000.0
675,112000.0
676,125500.0
677,158000.0
678,82500.0
679,145000.0
680,133900.0
681,143000.0
682,134900.0
683,180500.0
684,130000.0
685,135500.0
686,137900.0
687,127000.0
688,174000.0
689,260000.0
690,75000.0
691,243000.0
692,155000.0
693,127500.0
694,189950.0
695,285000.0
696,290000.0
697,232000.0
698,324000.0
699,176432.0
700,245350.0
701,227680.0
702,337500.0
703,239686.0
704,185000.0
705,144000.0
706,230000.0
707,222000.0
708,224900.0
709,267000.0
710,82500.0
711,130250.0
712,215000.0
713,235000.0
714,235000.0
715,221000.0
716,250000.0
717,245500.0
718,130000.0
719,348000.0
720,211000.0
721,176432.0
722,287090.0
723,167000.0
724,82500.0
725,138000.0
726,181500.0
727,149500.0
728,335000.0
729,82000.0
730,130000.0
731,128000.0
732,130500.0
733,105900.0
734,167000.0
735,126000.0
736,120500.0
737,175000.0
738,116000.0
739,155000.0
740,112000.0
741,174000.0
742,87000.0
743,160000.0
744,113000.0
745,119000.0
746,139000.0
747,289000.0
748,190000.0
749,115000.0
750,136500.0
751,134900.0
752,154900.0
753,82000.0
754,108000.0
755,132500.0
756,152000.0
757,99900.0
758,137500.0
759,184000.0
760,174000.0
761,275000.0
762,187100.0
763,290000.0
764,107000.0
765,290000.0
766,173000.0
767,250000.0
768,372402.0
769,167500.0
770,227680.0
771,156000.0
772,215000.0
773,235000.0
774,193500.0
775,372402.0
776,215000.0
777,206300.0
778,179900.0
779,164000.0
780,165000.0
781,79900.0
782,128000.0
783,113000.0
784,91000.0
785,175000.0
786,119000.0
787,142000.0
788,138000.0
789,149900.0
790,132250.0
791,165500.0
792,148000.0
793,290000.0
794,230000.0
795,169000.0
796,189000.0
797,171000.0
798,175900.0
799,157000.0
800,189000.0
801,209500.0
802,305000.0
803,159000.0
804,241500.0
805,153900.0
806,380000.0
807,377500.0
808,162500.0
809,178400.0
810,160000.0
811,165000.0
812,178400.0
813,278000.0
814,110000.0
815,148000.0
816,197500.0
817,116050.0
818,140000.0
819,239000.0
820,133000.0
821,348000.0
822,75000.0
823,113000.0
824,128000.0
825,109900.0
826,426000.0
827,215000.0
828,282922.0
829,377500.0
830,214000.0
831,280000.0
832,240000.0
833,395000.0
834,280000.0
835,159000.0
836,311872.0
837,159000.0
838,325000.0
839,423000.0
840,426000.0
841,248328.0
842,176432.0
843,253000.0
844,140000.0
845,145000.0
846,194700.0
847,207500.0
848,318061.0
849,202500.0
850,144152.0
851,172785.0
852,178900.0
853,214000.0
854,156932.0
855,248328.0
856,260000.0
857,183500.0
858,183200.0
859,163990.0
860,181000.0
861,194201.0
862,309000.0
863,305900.0
864,176432.0
865,305000.0
866,162000.0
867,192000.0
868,248000.0
869,285000.0
870,277000.0
871,348000.0
872,285000.0
873,168000.0
874,268000.0
875,191000.0
876,248328.0
877,314813.0
878,248900.0
879,240000.0
880,248328.0
881,270000.0
882,210000.0
883,248900.0
884,156932.0
885,250580.0
886,250580.0
887,303477.0
888,167500.0
889,314813.0
890,249700.0
891,250000.0
892,235000.0
893,263435.0
894,197000.0
895,142500.0
896,163990.0
897,215000.0
898,159500.0
899,142000.0
900,110000.0
901,248000.0
902,170000.0
903,168000.0
904,143000.0
905,159895.0
906,199900.0
907,208900.0
908,251000.0
909,179400.0
