Id,SalePrice
0,153364.5
1,143345.5
2,300919.04
3,224190.86
4,258459.0
5,226692.2
6,225359.61
7,196720.5
8,201645.0
9,128781.5
10,244838.89
11,103233.0
12,90977.0
13,138809.87
14,134304.0133333333
15,457760.94
16,372410.75
17,281048.21
18,297073.35
19,360568.55
20,324557.22
21,194870.53
22,199387.77
23,211223.09
24,216896.88
25,186497.86666666667
26,348579.93
27,204567.96666666667
28,287303.97
29,253089.53
30,238574.53
31,98425.39
32,204283.79
33,256277.97
34,228781.9
35,226179.73
36,170958.64
37,148970.02
38,155325.5
39,151024.99
40,173244.73
41,155638.0
42,443760.2
43,216042.85
44,205141.8
45,148619.0
46,226480.8
47,206386.32
48,157704.0
49,146798.5
50,130654.83
51,159843.0
52,151642.0
53,185915.22
54,143240.68
55,159932.65
56,195596.63
57,122254.83
58,235639.42
59,130731.5
60,146871.0
61,154023.0
62,126698.12
63,147172.5
64,137818.5
65,143158.19
66,112145.63
67,158610.5
68,143385.08
69,173571.75
70,78542.76
71,94438.9
72,103501.46
73,122627.18
74,196909.79
75,115707.08
76,102905.5
77,177464.87
78,171010.29
79,83171.33
80,146888.0
81,124843.81
82,130121.4
83,93939.51
84,124081.0
85,127391.0
86,127973.5
87,123630.1
88,133661.21
89,108914.93
90,96776.26
91,115870.94
92,215503.53
93,120022.32
94,160834.1
95,97292.0
96,102900.0
97,107041.34
98,80315.0
99,89069.54
100,128725.0
101,132457.716
102,130723.0
103,128507.68333333332
104,163657.5
105,217261.0
106,94449.0
107,232665.32
108,178479.48
109,165030.32
110,138808.68
111,141151.0
112,469942.21
113,141309.5
114,254434.93
115,299460.5
116,226679.99
117,266402.0
118,193085.75
119,210090.12
120,261045.0
121,128293.5
122,240703.72
123,222557.0
124,140895.65
125,120039.06
126,113177.93
127,153808.25
128,140303.0
129,131495.65733333334
130,107270.5
131,93000.27
132,128486.79
133,125071.194
134,98406.0
135,131694.75
136,195423.37
137,296954.65
138,168474.35
139,163997.15
140,106609.58
141,158527.75
142,122081.56
143,221052.6733333333
144,228969.5
145,171244.05
146,152687.14
147,295782.3
148,253987.65
149,192441.74
150,174688.48
151,213251.16
152,262072.04
153,116136.62
154,106068.0
155,91413.0
156,99626.34
157,130933.951
158,211911.09
159,166051.83
160,194021.0
161,155809.83
162,225986.18
163,270986.96
164,135405.14
165,160168.0
166,236689.61
167,235226.86
168,181786.0
169,231961.76
170,202336.7
171,184863.0
172,216376.0
173,195061.98
174,178003.0
175,175913.0
176,196531.0
177,205290.5
178,184667.0
179,222371.5
180,164179.0
181,187600.84
182,201876.32
183,214082.4
184,174794.0
185,152738.5
186,164819.05
187,129994.0
188,137390.58
189,127368.0
190,140261.5
191,97169.64
192,100815.0
193,144286.48
194,136584.6133333333
195,133451.595
196,144460.25
197,133989.59
198,134290.5
199,167687.5
200,320947.09
201,292131.29
202,329451.98
203,357859.1
204,346554.36
205,221726.41
206,318685.81
207,281938.58
208,268536.31
209,384683.15
210,273105.66
211,259628.64
212,247445.93
213,256490.98
214,218565.87
215,215646.24
216,254019.46
217,355416.38
218,345146.53
219,245134.07
220,232109.74
221,307339.94
222,194891.28
223,213986.64
224,194075.47
225,165879.68
226,205454.09
227,190853.25
228,268315.66
229,201031.58
230,197731.5
231,220982.54
232,203553.6
233,200561.94
234,185419.48
235,303747.91
236,205293.65
237,285354.62
238,228781.9
239,228337.9
240,271419.0
241,303652.2
242,266194.36
243,244330.87
244,239734.32
245,248764.75
246,256478.59
247,250475.98
248,328442.17
249,202385.03
250,266990.54
251,265874.16
252,273051.24
253,204117.48
254,189311.86
255,277191.61
256,209338.46
257,185814.0
258,227797.5
259,245782.49
260,338530.53
261,198954.74
262,211593.97
263,228718.87
264,220021.3
265,213759.48
266,188815.0
267,194722.11
268,215503.5
269,137303.2633333333
270,138179.5
271,146654.66
272,129064.53
273,131284.0
274,160077.0
275,125844.44
276,207857.4
277,298603.29
278,154908.05
279,210684.92
280,205660.32
281,172808.4
282,174835.0
283,288629.0
284,197359.35
285,168175.0
286,182869.87
287,177019.5
288,148832.0
289,128718.5
290,251315.0
291,120024.644
292,144759.5
293,174743.5
294,173574.32
295,155547.0
296,137689.82
297,125967.66
298,157212.64
299,157157.25
300,153515.0
301,151022.99
302,152151.65
303,130714.5
304,150079.49
305,162818.5
306,255751.0
307,137756.64
308,150454.0
309,139926.75
310,125999.31
311,128919.02
312,133417.33
313,120715.81
314,126129.26
315,139332.14
316,121238.25
317,142476.25
318,140038.5
319,176004.87
320,130195.0
321,102555.56
322,149374.29
323,143632.8
324,142481.0
325,121892.79
326,147713.0
327,93056.71
328,135749.26
329,123068.58
330,131541.5
331,158675.5
332,137897.64
333,158077.0
334,133994.49
335,133937.24
336,144621.83
337,127272.58
338,127000.93
339,133992.5133333333
340,162470.5
341,140538.25
342,144427.0
343,144485.94
344,136461.5
345,124148.44
346,111743.0
347,179460.0
348,152741.58
349,133387.0
350,140909.0
351,118309.0
352,122885.714
353,118633.0
354,82345.11
355,113258.66
356,100473.0
357,128675.76
358,124808.94
359,73623.0
360,106374.0
361,155121.29
362,88473.11
363,106869.8
364,142080.14
365,99292.52
366,104333.32
367,138988.84
368,98432.01
369,131737.76
370,152893.25
371,92309.0
372,114317.0
373,124387.0
374,119220.68
375,112395.8
376,113207.0
377,144567.76
378,104051.79
379,181172.0
380,137228.1
381,86636.0
382,163603.09
383,133805.98099999997
384,159383.13
385,154725.56
386,151688.38
387,68318.27
388,147977.2
389,122819.5
390,143349.0
391,132377.19
392,172903.61
393,190971.5
394,190367.17
395,239765.86
396,210042.66
397,136597.82566666667
398,122031.48733333334
399,143264.34733333334
400,123120.91566666668
401,286563.66
402,213221.05
403,213702.55
404,290343.27
405,292895.53
406,268722.38
407,298078.59
408,212347.56
409,294680.34
410,271565.65
411,234981.54
412,290947.67
413,201369.5
